City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,baidoa,3.1138,43.6498,22.72,78,55,7.1,SO,1725483178
364,notodden,59.5594,9.2585,15.98,70,97,2.3,NO,1725483180
365,dawei,14.0833,98.2,24.51,95,100,3.58,MM,1725483181
366,vilyuysk,63.7553,121.6247,7.13,66,100,1.76,RU,1725483182
367,sofifi,0.7349,127.576,26.21,86,35,1.83,ID,1725483184
368,coquimbo,-29.9533,-71.3436,17.85,60,0,5.66,CL,1725483185
369,tromso,69.6496,18.957,15.01,82,75,6.69,NO,1725483186
370,khanpur mahar,27.8436,69.4137,29.64,64,58,4.18,PK,1725483188
371,cachoeira do sul,-30.0392,-52.8939,12.37,94,100,4.99,BR,1725483189
372,zindah jan,34.3426,61.7468,21.39,18,0,4.53,AF,1725483190
373,kidal,18.4411,1.4078,24.56,81,100,4.77,ML,1725483192
374,port-vila,-17.7338,168.3219,20.78,100,75,1.03,VU,1725483193
375,kapuskasing,49.4169,-82.4331,25.05,41,75,10.8,CA,1725483194
376,kerikeri,-35.2268,173.9474,12.73,87,1,1.79,NZ,1725483196
377,ad dabbah,18.05,30.95,32.9,42,9,4.45,SD,1725483197
378,belmonte,-15.8631,-38.8828,22.54,78,0,3.02,BR,1725483198
379,aykol,38.1751,77.2132,19.64,43,0,1.38,CN,1725483200
380,zboriv,49.6648,25.141,18.09,49,100,2.9,UA,1725483201
381,kruisfontein,-34.0033,24.7314,13.56,75,100,3.23,ZA,1725483202
382,san,13.3034,-4.8956,25.21,86,92,5.3,ML,1725483203
383,andergrove,-21.0833,149.1833,21.03,70,100,8.23,AU,1725483205
384,holualoa,19.6228,-155.9522,26.57,77,40,2.06,US,1725483206
385,moose jaw,50.4001,-105.5344,14.15,88,100,6.69,CA,1725483208
386,camarinas,43.1311,-9.1817,17.18,75,100,8.73,ES,1725483209
387,haenam,34.5711,126.5989,22.11,89,48,1.36,KR,1725483210
388,zorgo,12.2489,-0.6158,24.46,89,100,3.49,BF,1725483212
389,itoman,26.1247,127.6694,28.38,89,1,2.06,JP,1725483213
390,polyarnyy,69.1989,33.4478,14.67,69,100,6.82,RU,1725483214
391,karratha,-20.7377,116.8463,21.7,62,56,4.83,AU,1725483216
392,broken hill,-31.95,141.4333,17.77,27,10,10.82,AU,1725483217
393,awjilah,29.1081,21.2869,30.73,30,0,2.98,LY,1725483218
394,una,20.8167,71.0333,25.75,93,100,4.22,IN,1725483220
395,soma,39.1855,27.6094,22.44,73,0,3.31,TR,1725483221
396,praia da vitoria,38.7333,-27.0667,23.2,68,40,5.43,PT,1725483222
397,strathalbyn,-35.2667,138.9,18.62,49,40,9.48,AU,1725483223
398,eyl,7.9803,49.8164,24.15,83,5,9.99,SO,1725483225
399,kolondieba,11.0882,-6.8926,23.76,94,100,1.72,ML,1725483226
400,mana,5.6592,-53.7767,28.49,75,67,2.67,GF,1725483227
401,trapani,37.8333,12.6667,26.86,89,75,5.14,IT,1725483229
402,juan griego,11.0817,-63.9655,33.07,58,2,8.23,VE,1725483230
403,hasaki,35.7333,140.8333,24.21,87,86,7.33,JP,1725483231
404,ha tinh,18.3333,105.9,25.64,85,100,1.15,VN,1725483233
405,kindu,-2.95,25.95,24.72,75,87,1.75,CD,1725483234
406,bloomsburg,41.0037,-76.4549,25.64,45,0,0.89,US,1725483235
407,iguatemi,-23.6803,-54.5611,31.67,22,98,1.49,BR,1725483237
408,ormara,25.2088,64.6357,27.23,88,100,6.33,PK,1725483238
409,shimoda,34.6667,138.95,23.02,85,5,4.86,JP,1725483239
410,deqen,29.9618,90.7188,8.34,90,100,0.87,CN,1725483240
411,maun,-19.9833,23.4167,16.28,24,4,2.79,BW,1725483242
412,almirante,9.3,-82.4,28.27,73,96,2.51,PA,1725483243
413,alotau,-10.3069,150.4462,23.81,95,99,2.46,PG,1725483244
414,tavernes de la valldigna,39.0667,-0.2667,22.65,80,70,0.94,ES,1725483246
415,el-tor,28.2364,33.6254,32.08,48,0,10.29,EG,1725483247
416,gaalkacyo,6.7697,47.4308,25.45,65,0,10.7,SO,1725483249
417,boyolangu,-8.1181,111.8935,23.53,93,85,0.5,ID,1725483250
418,lobito,-12.3481,13.5456,21.16,86,74,1.53,AO,1725483252
419,salinopolis,-0.6136,-47.3561,27.31,81,94,5.89,BR,1725483253
420,makuyuni,-4.7333,38.1,20.49,82,1,2.23,TZ,1725483254
421,akrehamn,59.2667,5.1833,17.14,94,20,3.6,NO,1725483255
422,ibi,38.6253,-0.5723,19.49,89,89,0.73,ES,1725483257
423,aleshtar,33.8633,48.2619,22.9,30,0,0.44,IR,1725483258
424,konarka,19.9,86.1167,27.44,82,95,1.04,IN,1725483259
425,brokopondo,4.75,-55.1667,30.48,64,95,1.16,SR,1725483261
426,port hedland,-20.3167,118.5667,23.03,88,7,4.63,AU,1725483262
427,mata de sao joao,-12.5303,-38.2992,21.04,82,34,1.71,BR,1725483263
428,asau,46.4333,26.4,15.91,58,87,3.11,RO,1725483265
429,northam,51.0333,-4.2167,14.23,74,24,4.44,GB,1725483266
430,klyuchi,52.2667,79.1667,12.0,94,100,1.96,RU,1725483267
431,dublin,37.7021,-121.9358,36.25,35,0,2.06,US,1725483269
432,port douglas,-16.4833,145.4667,22.67,85,82,9.28,AU,1725483271
433,bintulu,3.1667,113.0333,24.23,100,20,1.54,MY,1725483273
434,port saint john's,-31.6229,29.5448,19.9,86,98,4.06,ZA,1725483274
435,beau vallon,-20.4189,57.6953,23.13,78,75,5.14,MU,1725483275
436,date,42.4681,140.8681,21.47,86,96,4.69,JP,1725483277
437,goroka,-6.0834,145.3873,14.48,97,80,0.82,PG,1725483278
438,hovd,48.0056,91.6419,12.18,29,35,3.4,MN,1725483279
439,nuuk,64.1835,-51.7216,4.34,100,100,4.63,GL,1725483281
440,badarpur,24.9,92.6,24.71,97,100,0.76,IN,1725483282
441,lesogorsk,56.0458,99.5136,9.67,99,100,1.59,RU,1725483284
442,ta`u,-14.2336,-169.5144,25.98,82,33,9.28,AS,1725483285
443,saint-pierre,-21.3393,55.4781,19.82,77,40,2.06,RE,1725483286
444,beledweyne,4.7358,45.2036,25.15,68,54,9.82,SO,1725483288
445,kurumkan,54.3,110.3,7.13,84,61,1.74,RU,1725483289
446,shitanjing,39.2342,106.3439,14.08,52,100,0.65,CN,1725483290
447,camana,-16.6228,-72.7111,16.64,76,4,5.4,PE,1725483292
448,hailey,43.5196,-114.3153,27.74,30,3,2.68,US,1725483293
449,dwarka,22.2394,68.9678,27.41,86,46,5.82,IN,1725483294
450,juegang,32.3174,121.1855,24.49,84,22,2.95,CN,1725483296
451,hadibu,12.65,54.0333,25.49,81,28,8.69,YE,1725483297
452,mao,39.8885,4.2658,22.31,88,20,2.06,ES,1725483298
453,benghazi,32.1167,20.0667,27.76,65,0,5.63,LY,1725483300
454,port-gentil,-0.7193,8.7815,25.98,83,75,6.17,GA,1725483301
455,alofi,-19.0595,-169.9187,24.94,65,40,5.14,NU,1725483303
456,kegen,43.0197,79.2203,9.25,47,42,1.6,KZ,1725483304
457,usinsk,65.9939,57.5281,9.92,86,100,2.47,RU,1725483305
458,antonio enes,-16.2325,39.9086,22.12,73,0,2.54,MZ,1725483307
459,balnearia,-31.0088,-62.6673,22.45,19,0,4.75,AR,1725483308
460,bengbu,32.9408,117.3608,25.49,89,8,2.25,CN,1725483309
461,sharkan,57.2989,53.8712,11.3,64,89,2.33,RU,1725483311
462,bubaque,11.2833,-15.8333,26.7,87,100,8.74,GW,1725483312
463,valea lui mihai,47.5167,22.15,23.13,33,23,6.26,RO,1725483313
464,otjiwarongo,-20.4637,16.6477,14.21,15,5,1.02,NA,1725483314
465,nadym,65.5333,72.5167,3.88,92,14,3.99,RU,1725483316
466,kiunga,-6.1219,141.2906,20.97,99,83,1.06,PG,1725483317
467,frontera,26.9333,-101.45,24.38,83,94,2.68,MX,1725483318
468,kinna,57.5073,12.6946,18.99,63,7,3.65,SE,1725483320
469,tres isletas,-26.3407,-60.4321,22.47,49,96,4.81,AR,1725483321
470,tarapur,19.85,72.7,26.45,89,100,5.59,IN,1725483322
471,nyurba,63.2842,118.3319,7.34,72,100,1.59,RU,1725483324
472,aban,56.67,96.06,9.31,98,100,1.84,RU,1725483325
473,gorodishche,48.8045,44.4744,20.49,60,0,10.0,RU,1725483326
474,ironwood,46.4547,-90.171,25.45,36,0,7.2,US,1725483328
475,sinabang,2.4803,96.3801,26.01,84,100,1.27,ID,1725483329
476,xiaoweizhai,26.1903,107.5125,21.5,90,7,1.5,CN,1725483331
477,kayangel,8.0823,134.7173,28.74,74,99,3.11,PW,1725483332
478,nagqu,31.5,92.0,5.7,93,100,1.75,CN,1725483333
479,aromashevo,56.8602,68.6375,6.94,96,80,4.99,RU,1725483334
480,el nido,11.1858,119.3956,28.97,80,94,0.45,PH,1725483336
481,nema,57.5067,50.5011,7.11,78,0,2.21,RU,1725483337
482,balikpapan,-1.2675,116.8289,24.71,92,86,1.75,ID,1725483338
483,zabaykal'sk,49.6333,117.3167,7.96,74,71,6.14,RU,1725483340
484,bac lieu,9.285,105.7244,25.96,89,100,5.54,VN,1725483341
485,novhorodka,48.3651,32.6578,18.03,33,48,4.62,UA,1725483342
486,mount gambier,-37.8333,140.7667,14.56,54,94,4.11,AU,1725483344
487,okhotsk,59.3833,143.3,11.33,81,100,3.95,RU,1725483345
488,vozhega,60.4725,40.2213,9.43,74,6,1.06,RU,1725483346
489,neftegorsk,52.802,51.166,10.06,75,0,4.34,RU,1725483348
490,pampa,35.5362,-100.9599,30.02,42,40,6.17,US,1725483349
491,el alto,-4.2714,-81.2147,20.05,68,9,8.79,PE,1725483351
492,boa vista,2.8197,-60.6733,33.99,46,20,3.09,BR,1725483352
493,kenai,60.5544,-151.2583,13.03,78,40,8.75,US,1725483353
494,comodoro rivadavia,-45.8667,-67.5,13.92,30,0,13.38,AR,1725483355
495,paramonga,-10.6667,-77.8333,17.86,75,14,5.24,PE,1725483356
496,sinazongwe,-17.2614,27.4618,19.62,37,22,2.13,ZM,1725483357
497,lauro de freitas,-12.8944,-38.3272,25.01,73,0,4.63,BR,1725483358
498,gabarin,11.1093,10.4441,23.51,86,65,1.53,NG,1725483360
499,nizhniye sergi,56.6614,59.3033,6.17,92,95,2.06,RU,1725483361
500,rawson,-43.3002,-65.1023,16.16,20,0,6.17,AR,1725483363
501,reyes,-14.3167,-67.3833,35.09,55,0,3.09,BO,1725483364
502,muli,2.9167,73.5667,28.0,76,99,3.11,MV,1725483365
503,rocha,-34.4833,-54.3333,11.89,69,100,1.58,UY,1725483366
504,nahiyat al fuhud,30.9697,46.7228,34.85,21,0,6.27,IQ,1725483368
505,mucur,39.0615,34.3829,20.89,52,33,2.97,TR,1725483369
506,mawlaik,23.6333,94.4167,23.72,100,100,0.36,MM,1725483370
507,levuka,50.1834,-105.4011,13.85,94,100,6.69,CA,1725483372
508,greymouth,-42.4667,171.2,9.34,78,69,1.18,NZ,1725483373
509,shahr-e babak,30.1165,55.1186,21.12,5,0,1.65,IR,1725483374
510,ves'yegonsk,58.664,37.2604,11.32,77,7,1.81,RU,1725483376
511,uzgen,40.7699,73.3007,16.9,15,0,2.79,KG,1725483377
512,cockburn town,21.4612,-71.1419,28.51,83,68,7.89,TC,1725483378
513,vuktyl,63.8567,57.3094,6.44,93,32,0.8,RU,1725483380
514,rongelap,11.1635,166.8941,28.77,81,89,9.56,MH,1725483381
515,santana,-0.0583,-51.1817,34.1,59,0,2.57,BR,1725483382
516,al burayqah,30.4062,19.5739,27.4,71,0,4.57,LY,1725483384
517,ballina,-28.8667,153.5667,13.83,78,2,2.22,AU,1725483385
518,sisimiut,66.9395,-53.6735,6.4,92,97,1.6,GL,1725483386
519,ulanhot,46.0833,122.0833,11.89,60,16,2.04,CN,1725483388
520,kavaratti,10.5669,72.642,27.56,80,99,6.64,IN,1725483389
521,umarga,17.8333,76.6167,22.88,90,100,5.74,IN,1725483390
522,riviere-du-loup,47.8304,-69.5342,21.15,64,11,2.57,CA,1725483391
523,nacala,-14.5428,40.6728,21.78,76,50,3.06,MZ,1725483393
524,la gomera,14.0833,-91.05,31.22,70,93,2.77,GT,1725483394
525,nova vicosa,-17.8919,-39.3719,23.47,79,0,4.88,BR,1725483395
526,christchurch,-43.5333,172.6333,9.95,94,5,1.34,NZ,1725483348
527,whakatane,-37.9585,176.9854,11.4,80,12,2.68,NZ,1725483398
528,turabah,21.2141,41.6331,31.08,24,95,7.98,SA,1725483399
529,puerto baquerizo moreno,-0.9,-89.6,23.55,88,75,7.72,EC,1725483401
530,daru,-9.0763,143.2092,25.1,80,100,7.92,PG,1725483402
531,nemuro,43.3236,145.575,16.55,90,2,2.26,JP,1725483404
532,oruro,-17.9833,-67.15,20.27,26,20,5.14,BO,1725483405
533,trincomalee,8.5711,81.2335,27.94,76,100,9.53,LK,1725483406
534,ayvacik,39.6011,26.4047,20.75,66,0,1.48,TR,1725483408
535,kirakira,-10.4544,161.9205,25.96,83,100,7.29,SB,1725483409
536,i-n-salah,27.1935,2.4607,36.98,23,45,3.37,DZ,1725483410
537,fort scott,37.8398,-94.7083,30.32,15,0,2.54,US,1725483411
538,vavoua,7.3819,-6.4778,22.22,95,50,1.73,CI,1725483413
539,bengkulu,-3.8004,102.2655,24.9,82,95,1.83,ID,1725483414
540,zheshart,62.0731,49.5733,8.13,80,12,1.24,RU,1725483415
541,weno,7.4515,151.8468,28.59,75,45,4.66,FM,1725483416
542,kalmunai,7.4167,81.8167,27.07,72,100,2.57,LK,1725483418
543,ghadamis,30.1337,9.5007,35.16,21,2,2.34,LY,1725483419
544,changde,29.0464,111.6783,28.66,74,7,1.71,CN,1725483420
545,punta del este,-34.9667,-54.95,16.06,79,0,2.57,UY,1725483421
546,eregli,37.5133,34.0467,22.2,45,2,0.91,TR,1725483423
547,amga,60.8953,131.9608,7.37,98,100,2.56,RU,1725483424
548,suntar,62.1444,117.6319,6.22,95,99,2.23,RU,1725483425
549,seosan,36.7817,126.4522,23.4,91,25,2.76,KR,1725483427
550,kievka,50.2619,71.5514,6.82,92,9,3.38,KZ,1725483428
551,sabha,27.0377,14.4283,30.9,36,53,4.16,LY,1725483429
552,quarai,-30.3875,-56.4514,13.12,92,100,3.51,BR,1725483430
553,villamontes,-21.25,-63.5,28.69,45,20,6.17,BO,1725483432
554,north bend,43.4065,-124.2243,37.91,53,6,4.12,US,1725483433
555,cidreira,-30.1811,-50.2056,15.82,94,91,7.79,BR,1725483434
556,karaj,35.8355,51.0103,22.88,17,0,2.06,IR,1725483436
557,muskegon heights,43.2011,-86.239,26.13,41,0,4.12,US,1725483437
558,severomorsk,69.0689,33.4162,15.8,66,100,6.39,RU,1725483438
559,peddapalli,18.6167,79.3667,24.32,92,100,3.51,IN,1725483439
560,geraldton,-28.7667,114.6,16.23,77,75,9.26,AU,1725483262
561,charlestown,-32.95,151.6667,14.12,63,0,1.34,AU,1725483442
562,atherton,53.5237,-2.4935,13.6,81,12,0.89,GB,1725483443
563,nirmali,26.3167,86.5833,27.35,79,96,3.76,IN,1725483445
564,gorno-altaysk,51.9561,85.955,10.89,62,100,2.65,RU,1725483446
565,ulsteinvik,62.3432,5.8487,15.73,94,68,2.51,NO,1725483448
566,pangkalanbuun,-2.6833,111.6167,23.34,99,49,0.74,ID,1725483449
567,seaside,36.6111,-121.8516,21.34,79,0,3.13,US,1725483450
568,isabela,6.7085,121.9711,25.62,83,100,1.12,PH,1725483452
569,high river,50.5834,-113.8687,16.3,50,100,4.75,CA,1725483453
